fecha,tipo,fondo,cuotapartes,valor_cp,tenencia,resultado
2020-10-01T03:00:00.000Z,,Superfondo Renta $,20976546,4828828,101292.11,4037.87
2020-10-01T03:00:00.000Z,,Superfondo Renta $,20976546,4815012,101002.3,3748.06
2020-09-30T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1626898,35788.59,1961.56
2020-09-30T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,857358,365623.54,25623.54
2020-09-30T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6772083,1171.5,-228.5
2020-09-30T03:00:00.000Z,,Superfondo Renta $,20976546,4810938,100916.85,3662.61
2020-09-28T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1623492,35713.66,1886.63
2020-09-28T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8553492,364766.87,24766.87
2020-09-28T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6746835,1167.13,-232.87
2020-09-28T03:00:00.000Z,,Superfondo Renta $,20976546,4798206,100649.78,3395.54
2020-09-25T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1622635,35694.81,1867.78
2020-09-25T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8547281,364501.99,24501.99
2020-09-25T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6657759,1151.72,-248.28
2020-09-25T03:00:00.000Z,,Superfondo Renta $,20976546,4759876,99845.74,2591.5
2020-09-24T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1621795,35676.33,1849.3
2020-09-24T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8547889,364527.93,24527.93
2020-09-24T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6530683,1129.74,-270.26
2020-09-24T03:00:00.000Z,,Superfondo Renta $,20976546,4781703,100303.6,3049.36
2020-09-23T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1620949,35657.72,1830.69
2020-09-23T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8545323,364418.5,24418.5
2020-09-23T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6616644,1144.61,-255.39
2020-09-23T03:00:00.000Z,,Superfondo Renta $,20976546,4802594,100741.82,3487.58
2020-09-22T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1620094,35638.91,1811.88
2020-09-22T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1620949,35638.91,1811.88
2020-09-22T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8538063,364108.89,24108.89
2020-09-22T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8545323,364108.89,24108.89
2020-09-22T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6528726,1129.4,-270.6
2020-09-22T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6616644,1129.4,-270.6
2020-09-22T03:00:00.000Z,,Superfondo Renta $,20976546,4785204,100377.04,3122.8
2020-09-22T03:00:00.000Z,,Superfondo Renta $,20976546,4802594,100377.04,3122.8
2020-09-21T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1617585,35583.72,1756.69
2020-09-21T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8525304,363564.78,23564.78
2020-09-21T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6610956,1143.62,-256.38
2020-09-21T03:00:00.000Z,,Superfondo Renta $,20976546,4784752,100367.55,3113.31
2020-09-18T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,161674,35565.13,1738.1
2020-09-18T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1617585,35565.13,1738.1
2020-09-18T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8514794,363116.58,23116.58
2020-09-18T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8525304,363116.58,23116.58
2020-09-18T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6361342,1100.44,-299.56
2020-09-18T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,6610956,1100.44,-299.56
2020-09-18T03:00:00.000Z,,Superfondo Renta $,20976546,4779155,100250.15,2995.91
2020-09-18T03:00:00.000Z,,Superfondo Renta $,20976546,4784752,100250.15,2995.91
2020-08-20T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1592747,35037.33,1210.3
2020-08-20T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8350371,356104.69,16104.69
2020-08-20T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7704113,1332.73,-67.27
2020-08-20T03:00:00.000Z,,Superfondo Renta $,111428287,4702383,52397.84,2071.21
2020-08-19T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1591914,35019.01,1191.98
2020-08-19T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,834644,355937.06,15937.06
2020-08-19T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7545887,1305.36,-94.64
2020-08-19T03:00:00.000Z,,Superfondo Renta $,111428287,4647012,51780.85,1454.22
2020-08-13T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1587026,34911.48,1084.45
2020-08-13T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,830621,354221.43,14221.43
2020-08-13T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,7816051,1352.09,-47.91
2020-08-13T03:00:00.000Z,,Superfondo Renta $,111428287,4763112,53074.53,2747.9
2020-08-12T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1586217,34893.69,1066.66
2020-08-12T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8295719,353774.04,13774.04
2020-08-12T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1729897,8092967,1400,0
2020-08-12T03:00:00.000Z,,Superfondo Renta $,111428287,4805098,53542.38,3215.75
2020-08-11T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1585409,34875.91,1048.88
2020-08-11T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8292994,353657.84,13657.84
2020-08-11T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1686465,8301386,1400,0
2020-08-11T03:00:00.000Z,,Superfondo Renta $,111428287,4790479,53379.47,3052.84
2020-08-07T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1582218,34805.71,978.68
2020-08-07T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8280317,353117.22,13117.22
2020-08-07T03:00:00.000Z,,Superfondo Renta $,111428287,476905,53140.7,2814.07
2020-08-05T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,158142,34770.36,943.33
2020-08-05T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8273595,352590.08,12590.08
2020-08-05T03:00:00.000Z,,Superfondo Renta $,111428287,4734398,52395.53,2068.9
2020-08-03T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1577417,34700.1,873.07
2020-08-03T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8248893,351777.13,11777.13
2020-08-03T03:00:00.000Z,,Superfondo Renta $,111428287,4619321,51472.29,1145.66
2020-07-31T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1576619,34682.55,855.52
2020-07-31T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8237304,351282.92,11282.92
2020-07-31T03:00:00.000Z,,Superfondo Renta $,111428287,4568911,50910.59,583.96
2020-07-30T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219980558,1576619,34665.17,838.14
2020-07-30T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8237304,350838.09,10838.09
2020-07-30T03:00:00.000Z,,Superfondo Renta $,111428287,4568911,50352.97,26.34
2020-07-27T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,53743503,157184,84476.18,1833.29
2020-07-27T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8206413,349965.55,9965.55
2020-07-27T03:00:00.000Z,,Superfondo Renta $,781132,4471524,349.28,22.65
2020-07-24T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,53743503,157184,84433.35,1790.46
2020-07-24T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8201671,349763.32,9763.32
2020-07-24T03:00:00.000Z,,Superfondo Renta $,781132,4471524,349.17,22.54
2020-07-21T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,53743503,1569455,84305.39,1662.5
2020-07-21T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8187121,348790.35,8790.35
2020-07-21T03:00:00.000Z,,Superfondo Renta $,781132,4407492,342.02,15.39
2020-07-20T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,53743503,156631,84136.31,1493.42
2020-07-20T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42645377,8169383,348072.45,8072.45
2020-07-20T03:00:00.000Z,,Superfondo Renta $,781132,4381581,339.17,12.54
