fecha,tipo,fondo,cuotapartes,valor_cp,tenencia,resultado
2020-10-02T03:00:00.000Z,,Superfondo Renta $,19.077,4.828.828,92.12,1.08
2020-10-02T03:00:00.000Z,,Superfondo Renta $,19.077,4.866.538,92.12,1.08
2020-10-01T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.628.591,35825.83,1998.8
2020-10-01T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.627.751,35807.35,1980.32
2020-10-01T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.578.335,365826.31,25826.31
2020-10-01T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.575.172,365691.42,25691.42
2020-10-01T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,6.920.716,1197.21,-202.79
2020-10-01T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,6.676.616,1154.98,-245.02
2020-10-01T03:00:00.000Z,,Superfondo Renta $,20.976.546,4.828.828,101292.11,4037.87
2020-10-01T03:00:00.000Z,,Superfondo Renta $,20.976.546,4.815.012,101002.3,3748.06
2020-09-30T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.626.898,35788.59,1961.56
2020-09-30T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,857.358,365623.54,25623.54
2020-09-30T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,6.772.083,1171.5,-228.5
2020-09-30T03:00:00.000Z,,Superfondo Renta $,20.976.546,4.810.938,100916.85,3662.61
2020-09-28T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.623.492,35713.66,1886.63
2020-09-28T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.553.492,364766.87,24766.87
2020-09-28T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,6.746.835,1167.13,-232.87
2020-09-28T03:00:00.000Z,,Superfondo Renta $,20.976.546,4.798.206,100649.78,3395.54
2020-09-25T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.622.635,35694.81,1867.78
2020-09-25T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.547.281,364501.99,24501.99
2020-09-25T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,6.657.759,1151.72,-248.28
2020-09-25T03:00:00.000Z,,Superfondo Renta $,20.976.546,4.759.876,99845.74,2591.5
2020-09-24T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.621.795,35676.33,1849.3
2020-09-24T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.547.889,364527.93,24527.93
2020-09-24T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,6.530.683,1129.74,-270.26
2020-09-24T03:00:00.000Z,,Superfondo Renta $,20.976.546,4.781.703,100303.6,3049.36
2020-09-23T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.620.949,35657.72,1830.69
2020-09-23T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.545.323,364418.5,24418.5
2020-09-23T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,6.616.644,1144.61,-255.39
2020-09-23T03:00:00.000Z,,Superfondo Renta $,20.976.546,4.802.594,100741.82,3487.58
2020-09-22T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.620.094,35638.91,1811.88
2020-09-22T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.620.949,35638.91,1811.88
2020-09-22T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.538.063,364108.89,24108.89
2020-09-22T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.545.323,364108.89,24108.89
2020-09-22T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,6.528.726,1129.4,-270.6
2020-09-22T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,6.616.644,1129.4,-270.6
2020-09-22T03:00:00.000Z,,Superfondo Renta $,20.976.546,4.785.204,100377.04,3122.8
2020-09-22T03:00:00.000Z,,Superfondo Renta $,20.976.546,4.802.594,100377.04,3122.8
2020-09-21T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.617.585,35583.72,1756.69
2020-09-21T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.525.304,363564.78,23564.78
2020-09-21T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,6.610.956,1143.62,-256.38
2020-09-21T03:00:00.000Z,,Superfondo Renta $,20.976.546,4.784.752,100367.55,3113.31
2020-09-18T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,161.674,35565.13,1738.1
2020-09-18T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.617.585,35565.13,1738.1
2020-09-18T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.514.794,363116.58,23116.58
2020-09-18T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.525.304,363116.58,23116.58
2020-09-18T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,6.361.342,1100.44,-299.56
2020-09-18T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,6.610.956,1100.44,-299.56
2020-09-18T03:00:00.000Z,,Superfondo Renta $,20.976.546,4.779.155,100250.15,2995.91
2020-09-18T03:00:00.000Z,,Superfondo Renta $,20.976.546,4.784.752,100250.15,2995.91
2020-08-20T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.592.747,35037.33,1210.3
2020-08-20T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.350.371,356104.69,16104.69
2020-08-20T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,7.704.113,1332.73,-67.27
2020-08-20T03:00:00.000Z,,Superfondo Renta $,111.428.287,4.702.383,52397.84,2071.21
2020-08-19T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.591.914,35019.01,1191.98
2020-08-19T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,834.644,355937.06,15937.06
2020-08-19T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,7.545.887,1305.36,-94.64
2020-08-19T03:00:00.000Z,,Superfondo Renta $,111.428.287,4.647.012,51780.85,1454.22
2020-08-13T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.587.026,34911.48,1084.45
2020-08-13T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,830.621,354221.43,14221.43
2020-08-13T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,7.816.051,1352.09,-47.91
2020-08-13T03:00:00.000Z,,Superfondo Renta $,111.428.287,4.763.112,53074.53,2747.9
2020-08-12T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.586.217,34893.69,1066.66
2020-08-12T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.295.719,353774.04,13774.04
2020-08-12T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.729.897,8.092.967,1400,0
2020-08-12T03:00:00.000Z,,Superfondo Renta $,111.428.287,4.805.098,53542.38,3215.75
2020-08-11T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.585.409,34875.91,1048.88
2020-08-11T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.292.994,353657.84,13657.84
2020-08-11T03:00:00.000Z,Renta Variable en Pesos,Superfondo Acciones,1.686.465,8.301.386,1400,0
2020-08-11T03:00:00.000Z,,Superfondo Renta $,111.428.287,4.790.479,53379.47,3052.84
2020-08-07T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.582.218,34805.71,978.68
2020-08-07T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.280.317,353117.22,13117.22
2020-08-07T03:00:00.000Z,,Superfondo Renta $,111.428.287,476.905,53140.7,2814.07
2020-08-05T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,158.142,34770.36,943.33
2020-08-05T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.273.595,352590.08,12590.08
2020-08-05T03:00:00.000Z,,Superfondo Renta $,111.428.287,4.734.398,52395.53,2068.9
2020-08-03T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.577.417,34700.1,873.07
2020-08-03T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.248.893,351777.13,11777.13
2020-08-03T03:00:00.000Z,,Superfondo Renta $,111.428.287,4.619.321,51472.29,1145.66
2020-07-31T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.576.619,34682.55,855.52
2020-07-31T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.237.304,351282.92,11282.92
2020-07-31T03:00:00.000Z,,Superfondo Renta $,111.428.287,4.568.911,50910.59,583.96
2020-07-30T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,219.980.558,1.576.619,34665.17,838.14
2020-07-30T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.237.304,350838.09,10838.09
2020-07-30T03:00:00.000Z,,Superfondo Renta $,111.428.287,4.568.911,50352.97,26.34
2020-07-27T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,53.743.503,157.184,84476.18,1833.29
2020-07-27T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.206.413,349965.55,9965.55
2020-07-27T03:00:00.000Z,,Superfondo Renta $,781.132,4.471.524,349.28,22.65
2020-07-24T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,53.743.503,157.184,84433.35,1790.46
2020-07-24T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.201.671,349763.32,9763.32
2020-07-24T03:00:00.000Z,,Superfondo Renta $,781.132,4.471.524,349.17,22.54
2020-07-21T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,53.743.503,1.569.455,84305.39,1662.5
2020-07-21T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.187.121,348790.35,8790.35
2020-07-21T03:00:00.000Z,,Superfondo Renta $,781.132,4.407.492,342.02,15.39
2020-07-20T03:00:00.000Z,Mercado de Dinero en pesos,Super Ahorro $,53.743.503,156.631,84136.31,1493.42
2020-07-20T03:00:00.000Z,Renta Fija en Pesos,Supergestión MIX VI,42.645.377,8.169.383,348072.45,8072.45
2020-07-20T03:00:00.000Z,,Superfondo Renta $,781.132,4.381.581,339.17,12.54
